TCA,RundleQPct,Rundle,Matches,W,L,T
1,0.453,"R Arcadia Div 1",95,11,75,9
0,0.453,"R Arcadia Div 1",31,0,19,12
6,0.406,"R Arcadia Div 2",4,2,0,2
5,0.406,"R Arcadia Div 2",29,29,0,0
4,0.406,"R Arcadia Div 2",101,68,18,15
3,0.406,"R Arcadia Div 2",137,81,44,12
2,0.406,"R Arcadia Div 2",159,69,74,16
1,0.406,"R Arcadia Div 2",100,9,80,11
0,0.406,"R Arcadia Div 2",44,0,42,2
6,0.425,"R Archipelago",17,17,0,0
5,0.425,"R Archipelago",75,63,4,8
4,0.425,"R Archipelago",133,98,25,10
3,0.425,"R Archipelago",156,80,52,24
2,0.425,"R Archipelago",170,58,85,27
1,0.425,"R Archipelago",157,23,118,16
0,0.425,"R Archipelago",66,0,55,11
6,0.479,"R Atlantic Div 1",10,10,0,0
5,0.479,"R Atlantic Div 1",44,39,2,3
4,0.479,"R Atlantic Div 1",125,75,28,22
3,0.479,"R Atlantic Div 1",146,65,66,15
2,0.479,"R Atlantic Div 1",103,32,61,10
1,0.479,"R Atlantic Div 1",67,7,53,7
0,0.479,"R Atlantic Div 1",19,0,18,1
6,0.403,"R Atlantic Div 2",3,3,0,0
5,0.403,"R Atlantic Div 2",35,32,0,3
4,0.403,"R Atlantic Div 2",76,59,11,6
3,0.403,"R Atlantic Div 2",159,83,46,30
2,0.403,"R Atlantic Div 2",138,39,72,27
1,0.403,"R Atlantic Div 2",94,21,61,12
0,0.403,"R Atlantic Div 2",49,0,47,2
6,0.397,"R Badlands Div 1",5,5,0,0
5,0.397,"R Badlands Div 1",34,29,0,5
4,0.397,"R Badlands Div 1",85,65,15,5
3,0.397,"R Badlands Div 1",131,79,37,15
2,0.397,"R Badlands Div 1",141,49,66,26
1,0.397,"R Badlands Div 1",130,23,89,18
0,0.397,"R Badlands Div 1",44,0,43,1
6,0.442,"R Badlands Div 2",10,10,0,0
5,0.442,"R Badlands Div 2",47,43,3,1
4,0.442,"R Badlands Div 2",85,54,19,12
3,0.442,"R Badlands Div 2",127,69,40,18
2,0.442,"R Badlands Div 2",127,44,70,13
1,0.442,"R Badlands Div 2",93,12,72,9
0,0.442,"R Badlands Div 2",31,0,28,3
6,0.393,"R Bayou Div 1",3,3,0,0
5,0.393,"R Bayou Div 1",24,22,1,1
4,0.393,"R Bayou Div 1",69,51,11,7
3,0.393,"R Bayou Div 1",126,72,33,21
2,0.393,"R Bayou Div 1",143,48,74,21
1,0.393,"R Bayou Div 1",112,22,76,14
0,0.393,"R Bayou Div 1",29,0,23,6
6,0.462,"R Bayou Div 2",4,4,0,0
5,0.462,"R Bayou Div 2",35,32,3,0
4,0.462,"R Bayou Div 2",67,44,15,8
3,0.462,"R Bayou Div 2",86,45,31,10
2,0.462,"R Bayou Div 2",96,24,57,15
1,0.462,"R Bayou Div 2",39,3,34,2
0,0.462,"R Bayou Div 2",15,0,12,3
6,0.427,"R Cascade",6,6,0,0
5,0.427,"R Cascade",44,38,5,1
4,0.427,"R Cascade",95,77,11,7
3,0.427,"R Cascade",149,73,59,17
2,0.427,"R Cascade",145,51,77,17
1,0.427,"R Cascade",110,15,81,14
0,0.427,"R Cascade",35,0,27,8
6,0.505,"R Central Div 1",25,24,0,1
5,0.505,"R Central Div 1",77,62,5,10
4,0.505,"R Central Div 1",116,73,36,7
3,0.505,"R Central Div 1",104,46,48,10
2,0.505,"R Central Div 1",114,27,75,12
1,0.505,"R Central Div 1",70,8,54,8
0,0.505,"R Central Div 1",24,0,22,2
6,0.445,"R Central Div 2",8,8,0,0
5,0.445,"R Central Div 2",44,37,6,1
4,0.445,"R Central Div 2",92,67,15,10
3,0.445,"R Central Div 2",120,58,39,23
2,0.445,"R Central Div 2",127,36,76,15
1,0.445,"R Central Div 2",70,10,50,10
0,0.445,"R Central Div 2",33,0,30,3
6,0.424,"R Coastal",6,6,0,0
5,0.424,"R Coastal",51,46,3,2
4,0.424,"R Coastal",99,74,18,7
3,0.424,"R Coastal",133,64,52,17
2,0.424,"R Coastal",138,54,76,8
1,0.424,"R Coastal",81,15,61,5
0,0.424,"R Coastal",60,0,49,11
6,0.425,"R Continental Div 1",3,3,0,0
5,0.425,"R Continental Div 1",32,30,1,1
4,0.425,"R Continental Div 1",82,60,17,5
3,0.425,"R Continental Div 1",80,43,24,13
2,0.425,"R Continental Div 1",96,28,59,9
1,0.425,"R Continental Div 1",71,12,45,14
0,0.425,"R Continental Div 1",34,0,30,4
6,0.443,"R Continental Div 2",1,1,0,0
5,0.443,"R Continental Div 2",25,22,1,2
4,0.443,"R Continental Div 2",87,53,19,15
3,0.443,"R Continental Div 2",107,62,35,10
2,0.443,"R Continental Div 2",119,35,68,16
1,0.443,"R Continental Div 2",48,7,36,5
0,0.443,"R Continental Div 2",21,0,21,0
5,0.386,"R Corridor Div 1",20,20,0,0
4,0.386,"R Corridor Div 1",69,53,12,4
3,0.386,"R Corridor Div 1",105,71,28,6
2,0.386,"R Corridor Div 1",128,42,64,22
1,0.386,"R Corridor Div 1",105,15,74,16
0,0.386,"R Corridor Div 1",27,0,23,4
6,0.425,"R Corridor Div 2",7,7,0,0
5,0.425,"R Corridor Div 2",24,23,0,1
4,0.425,"R Corridor Div 2",67,47,9,11
3,0.425,"R Corridor Div 2",108,53,42,13
2,0.425,"R Corridor Div 2",99,29,50,20
1,0.425,"R Corridor Div 2",63,12,46,5
0,0.425,"R Corridor Div 2",28,0,24,4
6,0.479,"R Fjord",21,19,0,2
5,0.479,"R Fjord",96,83,12,1
4,0.479,"R Fjord",152,93,42,17
3,0.479,"R Fjord",174,86,70,18
2,0.479,"R Fjord",153,51,83,19
1,0.479,"R Fjord",107,7,93,7
0,0.479,"R Fjord",41,0,39,2
6,0.463,"R Frontier",16,16,0,0
5,0.463,"R Frontier",64,59,2,3
4,0.463,"R Frontier",153,102,32,19
3,0.463,"R Frontier",189,90,71,28
2,0.463,"R Frontier",173,45,102,26
1,0.463,"R Frontier",98,5,74,19
0,0.463,"R Frontier",41,0,36,5
6,0.473,"R Glacier",13,11,0,2
5,0.473,"R Glacier",74,65,2,7
4,0.473,"R Glacier",146,92,36,18
3,0.473,"R Glacier",195,83,77,35
2,0.473,"R Glacier",139,38,80,21
1,0.473,"R Glacier",91,8,64,19
0,0.473,"R Glacier",40,0,38,2
6,0.404,"R Highland Div 1",6,5,0,1
5,0.404,"R Highland Div 1",36,31,2,3
4,0.404,"R Highland Div 1",82,56,16,10
3,0.404,"R Highland Div 1",118,71,28,19
2,0.404,"R Highland Div 1",133,47,70,16
1,0.404,"R Highland Div 1",93,14,67,12
0,0.404,"R Highland Div 1",50,0,41,9
6,0.440,"R Highland Div 2",14,14,0,0
5,0.440,"R Highland Div 2",43,40,1,2
4,0.440,"R Highland Div 2",86,64,15,7
3,0.440,"R Highland Div 2",100,49,40,11
2,0.440,"R Highland Div 2",132,43,71,18
1,0.440,"R Highland Div 2",83,10,62,11
0,0.440,"R Highland Div 2",34,0,31,3
6,0.433,"R Horizon",13,12,0,1
5,0.433,"R Horizon",49,45,2,2
4,0.433,"R Horizon",103,74,22,7
3,0.433,"R Horizon",132,67,44,21
2,0.433,"R Horizon",145,41,77,27
1,0.433,"R Horizon",82,15,57,10
0,0.433,"R Horizon",60,0,52,8
6,0.468,"R Juniper",27,27,0,0
5,0.468,"R Juniper",80,63,11,6
4,0.468,"R Juniper",142,90,31,21
3,0.468,"R Juniper",179,84,65,30
2,0.468,"R Juniper",172,44,95,33
1,0.468,"R Juniper",111,17,82,12
0,0.468,"R Juniper",47,0,41,6
6,0.376,"R Laguna Div 1",7,7,0,0
5,0.376,"R Laguna Div 1",35,33,1,1
4,0.376,"R Laguna Div 1",101,75,12,14
3,0.376,"R Laguna Div 1",157,95,44,18
2,0.376,"R Laguna Div 1",228,77,116,35
1,0.376,"R Laguna Div 1",168,38,102,28
0,0.376,"R Laguna Div 1",66,0,50,16
6,0.456,"R Laguna Div 2",13,11,0,2
5,0.456,"R Laguna Div 2",56,48,6,2
4,0.456,"R Laguna Div 2",160,117,29,14
3,0.456,"R Laguna Div 2",195,100,61,34
2,0.456,"R Laguna Div 2",180,43,107,30
1,0.456,"R Laguna Div 2",113,6,93,14
0,0.456,"R Laguna Div 2",33,0,29,4
6,0.418,"R Magnolia Div 1",2,2,0,0
5,0.418,"R Magnolia Div 1",26,23,1,2
4,0.418,"R Magnolia Div 1",89,60,13,16
3,0.418,"R Magnolia Div 1",144,76,42,26
2,0.418,"R Magnolia Div 1",129,40,65,24
1,0.418,"R Magnolia Div 1",82,9,61,12
0,0.418,"R Magnolia Div 1",32,0,28,4
6,0.455,"R Magnolia Div 2",3,3,0,0
5,0.455,"R Magnolia Div 2",49,43,1,5
4,0.455,"R Magnolia Div 2",92,70,16,6
3,0.455,"R Magnolia Div 2",143,65,52,26
2,0.455,"R Magnolia Div 2",120,35,72,13
1,0.455,"R Magnolia Div 2",78,8,60,10
0,0.455,"R Magnolia Div 2",23,0,23,0
6,0.495,"R Maritime Div 1",8,8,0,0
5,0.495,"R Maritime Div 1",61,52,4,5
4,0.495,"R Maritime Div 1",121,74,30,17
3,0.495,"R Maritime Div 1",130,63,54,13
2,0.495,"R Maritime Div 1",121,22,89,10
1,0.495,"R Maritime Div 1",57,11,40,6
0,0.495,"R Maritime Div 1",16,0,13,3
6,0.465,"R Maritime Div 2",12,8,0,4
5,0.465,"R Maritime Div 2",62,49,5,8
4,0.465,"R Maritime Div 2",64,44,16,4
3,0.465,"R Maritime Div 2",82,40,37,5
2,0.465,"R Maritime Div 2",95,27,62,6
1,0.465,"R Maritime Div 2",64,13,42,9
0,0.465,"R Maritime Div 2",27,0,19,8
6,0.437,"R Memorial Div 1",5,5,0,0
5,0.437,"R Memorial Div 1",31,28,2,1
4,0.437,"R Memorial Div 1",74,50,14,10
3,0.437,"R Memorial Div 1",118,60,40,18
2,0.437,"R Memorial Div 1",113,34,68,11
1,0.437,"R Memorial Div 1",55,10,35,10
0,0.437,"R Memorial Div 1",30,0,28,2
6,0.516,"R Memorial Div 2",12,11,0,1
5,0.516,"R Memorial Div 2",62,47,2,13
4,0.516,"R Memorial Div 2",97,53,27,17
3,0.516,"R Memorial Div 2",108,52,44,12
2,0.516,"R Memorial Div 2",86,18,59,9
1,0.516,"R Memorial Div 2",50,4,42,4
0,0.516,"R Memorial Div 2",11,0,11,0
6,0.486,"R Meridian Div 1",15,15,0,0
5,0.486,"R Meridian Div 1",48,44,2,2
4,0.486,"R Meridian Div 1",132,91,25,16
3,0.486,"R Meridian Div 1",176,68,80,28
2,0.486,"R Meridian Div 1",120,31,74,15
1,0.486,"R Meridian Div 1",67,7,54,6
0,0.486,"R Meridian Div 1",24,0,21,3
6,0.394,"R Meridian Div 2",6,6,0,0
5,0.394,"R Meridian Div 2",35,31,2,2
4,0.394,"R Meridian Div 2",93,70,18,5
3,0.394,"R Meridian Div 2",123,70,40,13
2,0.394,"R Meridian Div 2",143,52,71,20
1,0.394,"R Meridian Div 2",112,23,72,17
0,0.394,"R Meridian Div 2",60,0,49,11
6,0.473,"R Metro Div 1",14,14,0,0
5,0.473,"R Metro Div 1",69,57,3,9
4,0.473,"R Metro Div 1",109,74,26,9
3,0.473,"R Metro Div 1",94,44,49,1
2,0.473,"R Metro Div 1",115,35,67,13
1,0.473,"R Metro Div 1",67,7,53,7
0,0.473,"R Metro Div 1",38,0,33,5
6,0.388,"R Metro Div 2",11,11,0,0
5,0.388,"R Metro Div 2",24,18,3,3
4,0.388,"R Metro Div 2",46,40,2,4
3,0.388,"R Metro Div 2",88,54,22,12
2,0.388,"R Metro Div 2",101,33,53,15
1,0.388,"R Metro Div 2",85,16,57,12
0,0.388,"R Metro Div 2",41,0,35,6
6,0.434,"R Midland Div 1",4,4,0,0
5,0.434,"R Midland Div 1",33,29,0,4
4,0.434,"R Midland Div 1",97,71,10,16
3,0.434,"R Midland Div 1",162,78,61,23
2,0.434,"R Midland Div 1",145,43,72,30
1,0.434,"R Midland Div 1",88,10,71,7
0,0.434,"R Midland Div 1",25,0,21,4
6,0.460,"R Midland Div 2",5,5,0,0
5,0.460,"R Midland Div 2",55,47,5,3
4,0.460,"R Midland Div 2",94,52,27,15
3,0.460,"R Midland Div 2",134,71,46,17
2,0.460,"R Midland Div 2",97,31,51,15
1,0.460,"R Midland Div 2",72,8,58,6
0,0.460,"R Midland Div 2",29,0,27,2
6,0.428,"R Morningstar",4,4,0,0
5,0.428,"R Morningstar",46,42,0,4
4,0.428,"R Morningstar",123,86,27,10
3,0.428,"R Morningstar",181,92,62,27
2,0.428,"R Morningstar",180,59,87,34
1,0.428,"R Morningstar",101,11,75,15
0,0.428,"R Morningstar",47,0,43,4
6,0.381,"R Pacific",3,3,0,0
5,0.381,"R Pacific",28,25,2,1
4,0.381,"R Pacific",79,69,7,3
3,0.381,"R Pacific",131,73,46,12
2,0.381,"R Pacific",149,58,73,18
1,0.381,"R Pacific",116,23,81,12
0,0.381,"R Pacific",52,0,42,10
6,0.423,"R Piedmont Div 1",6,6,0,0
5,0.423,"R Piedmont Div 1",46,44,1,1
4,0.423,"R Piedmont Div 1",54,38,10,6
3,0.423,"R Piedmont Div 1",97,46,39,12
2,0.423,"R Piedmont Div 1",103,39,50,14
1,0.423,"R Piedmont Div 1",77,9,58,10
0,0.423,"R Piedmont Div 1",31,0,24,7
6,0.429,"R Piedmont Div 2",8,8,0,0
5,0.429,"R Piedmont Div 2",29,25,2,2
4,0.429,"R Piedmont Div 2",89,60,16,13
3,0.429,"R Piedmont Div 2",118,61,37,20
2,0.429,"R Piedmont Div 2",103,30,56,17
1,0.429,"R Piedmont Div 2",88,13,61,14
0,0.429,"R Piedmont Div 2",31,0,25,6
6,0.441,"R Plaza",10,10,0,0
5,0.441,"R Plaza",62,55,2,5
4,0.441,"R Plaza",139,101,25,13
3,0.441,"R Plaza",186,87,75,24
2,0.441,"R Plaza",178,57,103,18
1,0.441,"R Plaza",112,18,79,15
0,0.441,"R Plaza",53,0,44,9
6,0.396,"R Prairie",12,12,0,0
5,0.396,"R Prairie",47,43,4,0
4,0.396,"R Prairie",89,69,18,2
3,0.396,"R Prairie",174,96,58,20
2,0.396,"R Prairie",173,70,77,26
1,0.396,"R Prairie",143,20,96,27
0,0.396,"R Prairie",66,0,57,9
6,0.416,"R Seaboard Div 1",6,6,0,0
5,0.416,"R Seaboard Div 1",38,37,1,0
4,0.416,"R Seaboard Div 1",92,69,11,12
3,0.416,"R Seaboard Div 1",147,86,41,20
2,0.416,"R Seaboard Div 1",150,41,83,26
1,0.416,"R Seaboard Div 1",93,12,74,7
0,0.416,"R Seaboard Div 1",46,0,41,5
6,0.439,"R Seaboard Div 2",7,7,0,0
5,0.439,"R Seaboard Div 2",45,41,2,2
4,0.439,"R Seaboard Div 2",78,62,10,6
3,0.439,"R Seaboard Div 2",128,62,57,9
2,0.439,"R Seaboard Div 2",113,32,63,18
1,0.439,"R Seaboard Div 2",71,11,52,8
0,0.439,"R Seaboard Div 2",32,0,31,1
6,0.449,"R Sequoia",18,16,0,2
5,0.449,"R Sequoia",48,40,2,6
4,0.449,"R Sequoia",105,72,21,12
3,0.449,"R Sequoia",152,68,55,29
2,0.449,"R Sequoia",149,47,72,30
1,0.449,"R Sequoia",103,11,76,16
0,0.449,"R Sequoia",31,0,28,3
6,0.426,"R Sierra",6,6,0,0
5,0.426,"R Sierra",64,57,3,4
4,0.426,"R Sierra",110,81,24,5
3,0.426,"R Sierra",190,101,63,26
2,0.426,"R Sierra",171,47,92,32
1,0.426,"R Sierra",116,23,83,10
0,0.426,"R Sierra",63,0,50,13
6,0.411,"R Skyline Div 1",2,2,0,0
5,0.411,"R Skyline Div 1",24,24,0,0
4,0.411,"R Skyline Div 1",80,62,10,8
3,0.411,"R Skyline Div 1",107,52,36,19
2,0.411,"R Skyline Div 1",117,35,68,14
1,0.411,"R Skyline Div 1",75,12,49,14
0,0.411,"R Skyline Div 1",31,0,24,7
6,0.455,"R Skyline Div 2",15,13,0,2
5,0.455,"R Skyline Div 2",25,23,1,1
4,0.455,"R Skyline Div 2",58,34,12,12
3,0.455,"R Skyline Div 2",94,44,39,11
2,0.455,"R Skyline Div 2",88,32,45,11
1,0.455,"R Skyline Div 2",54,8,43,3
0,0.455,"R Skyline Div 2",14,0,14,0
6,0.445,"R Sugarloaf Div 1",24,22,0,2
5,0.445,"R Sugarloaf Div 1",31,25,5,1
4,0.445,"R Sugarloaf Div 1",79,61,13,5
3,0.445,"R Sugarloaf Div 1",115,58,45,12
2,0.445,"R Sugarloaf Div 1",100,32,54,14
1,0.445,"R Sugarloaf Div 1",82,9,60,13
0,0.445,"R Sugarloaf Div 1",31,0,30,1
6,0.413,"R Sugarloaf Div 2",7,7,0,0
5,0.413,"R Sugarloaf Div 2",21,20,1,0
4,0.413,"R Sugarloaf Div 2",62,49,10,3
3,0.413,"R Sugarloaf Div 2",115,63,36,16
2,0.413,"R Sugarloaf Div 2",100,34,54,12
1,0.413,"R Sugarloaf Div 2",80,12,59,9
0,0.413,"R Sugarloaf Div 2",25,0,25,0
6,0.376,"R Tundra",7,7,0,0
5,0.376,"R Tundra",29,27,1,1
4,0.376,"R Tundra",96,80,11,5
3,0.376,"R Tundra",138,95,30,13
2,0.376,"R Tundra",184,59,96,29
1,0.376,"R Tundra",126,12,83,31
0,0.376,"R Tundra",76,0,59,17
