TCA,RundleQPct,Rundle,Matches,W,L,T
1,0.483,"D Sugarloaf Div 2",70,7,54,9
0,0.483,"D Sugarloaf Div 2",18,0,16,2
6,0.416,"D Tundra Div 1",6,6,0,0
5,0.416,"D Tundra Div 1",22,17,3,2
4,0.416,"D Tundra Div 1",103,77,16,10
3,0.416,"D Tundra Div 1",153,74,54,25
2,0.416,"D Tundra Div 1",162,57,79,26
1,0.416,"D Tundra Div 1",108,15,71,22
0,0.416,"D Tundra Div 1",28,0,23,5
6,0.439,"D Tundra Div 2",3,3,0,0
5,0.439,"D Tundra Div 2",37,29,5,3
4,0.439,"D Tundra Div 2",73,49,18,6
3,0.439,"D Tundra Div 2",197,105,67,25
2,0.439,"D Tundra Div 2",129,45,72,12
1,0.439,"D Tundra Div 2",93,12,69,12
0,0.439,"D Tundra Div 2",14,0,12,2
5,0.278,"E Alpine Div 1",5,5,0,0
4,0.278,"E Alpine Div 1",34,33,0,1
3,0.278,"E Alpine Div 1",105,66,23,16
2,0.278,"E Alpine Div 1",169,79,54,36
1,0.278,"E Alpine Div 1",197,49,94,54
0,0.278,"E Alpine Div 1",96,0,61,35
6,0.322,"E Alpine Div 2",2,2,0,0
5,0.322,"E Alpine Div 2",12,12,0,0
4,0.322,"E Alpine Div 2",50,37,6,7
3,0.322,"E Alpine Div 2",132,86,30,16
2,0.322,"E Alpine Div 2",174,85,75,14
1,0.322,"E Alpine Div 2",166,44,98,24
0,0.322,"E Alpine Div 2",72,0,57,15
5,0.328,"E Arcadia Div 1",10,10,0,0
4,0.328,"E Arcadia Div 1",67,55,4,8
3,0.328,"E Arcadia Div 1",138,89,36,13
2,0.328,"E Arcadia Div 1",197,91,85,21
1,0.328,"E Arcadia Div 1",161,35,103,23
0,0.328,"E Arcadia Div 1",71,0,52,19
5,0.282,"E Arcadia Div 2",7,7,0,0
4,0.282,"E Arcadia Div 2",41,36,3,2
3,0.282,"E Arcadia Div 2",116,80,24,12
2,0.282,"E Arcadia Div 2",221,103,69,49
1,0.282,"E Arcadia Div 2",204,49,106,49
0,0.282,"E Arcadia Div 2",113,0,73,40
6,0.307,"E Atlantic Div 1",1,1,0,0
5,0.307,"E Atlantic Div 1",23,19,1,3
4,0.307,"E Atlantic Div 1",40,32,5,3
3,0.307,"E Atlantic Div 1",97,69,13,15
2,0.307,"E Atlantic Div 1",147,64,57,26
1,0.307,"E Atlantic Div 1",154,32,79,43
0,0.307,"E Atlantic Div 1",88,0,62,26
6,0.319,"E Atlantic Div 2",3,3,0,0
5,0.319,"E Atlantic Div 2",8,8,0,0
4,0.319,"E Atlantic Div 2",42,38,4,0
3,0.319,"E Atlantic Div 2",112,67,28,17
2,0.319,"E Atlantic Div 2",175,76,67,32
1,0.319,"E Atlantic Div 2",159,40,88,31
0,0.319,"E Atlantic Div 2",61,0,45,16
6,0.326,"E Badlands Div 1",2,2,0,0
5,0.326,"E Badlands Div 1",7,7,0,0
4,0.326,"E Badlands Div 1",74,64,4,6
3,0.326,"E Badlands Div 1",139,83,37,19
2,0.326,"E Badlands Div 1",203,88,74,41
1,0.326,"E Badlands Div 1",202,40,118,44
0,0.326,"E Badlands Div 1",75,0,51,24
6,0.343,"E Badlands Div 2",1,1,0,0
5,0.343,"E Badlands Div 2",7,7,0,0
4,0.343,"E Badlands Div 2",60,52,3,5
3,0.343,"E Badlands Div 2",154,90,41,23
2,0.343,"E Badlands Div 2",185,80,75,30
1,0.343,"E Badlands Div 2",158,26,98,34
0,0.343,"E Badlands Div 2",53,0,39,14
5,0.287,"E Bayou Div 1",2,2,0,0
4,0.287,"E Bayou Div 1",53,48,3,2
3,0.287,"E Bayou Div 1",110,73,24,13
2,0.287,"E Bayou Div 1",218,97,75,46
1,0.287,"E Bayou Div 1",218,60,108,50
0,0.287,"E Bayou Div 1",101,0,70,31
6,0.306,"E Bayou Div 2",1,1,0,0
5,0.306,"E Bayou Div 2",10,10,0,0
4,0.306,"E Bayou Div 2",41,34,5,2
3,0.306,"E Bayou Div 2",126,77,27,22
2,0.306,"E Bayou Div 2",186,82,71,33
1,0.306,"E Bayou Div 2",183,47,96,40
0,0.306,"E Bayou Div 2",79,0,52,27
6,0.291,"E Cascade Div 1",1,1,0,0
5,0.291,"E Cascade Div 1",5,5,0,0
4,0.291,"E Cascade Div 1",30,27,2,1
3,0.291,"E Cascade Div 1",100,64,19,17
2,0.291,"E Cascade Div 1",163,72,52,39
1,0.291,"E Cascade Div 1",160,38,80,42
0,0.291,"E Cascade Div 1",75,0,54,21
5,0.281,"E Cascade Div 2",3,3,0,0
4,0.281,"E Cascade Div 2",29,28,0,1
3,0.281,"E Cascade Div 2",93,67,19,7
2,0.281,"E Cascade Div 2",167,82,56,29
1,0.281,"E Cascade Div 2",178,39,89,50
0,0.281,"E Cascade Div 2",78,0,55,23
6,0.314,"E Cascade Div 3",2,1,0,1
5,0.314,"E Cascade Div 3",12,11,0,1
4,0.314,"E Cascade Div 3",39,33,4,2
3,0.314,"E Cascade Div 3",101,70,21,10
2,0.314,"E Cascade Div 3",153,69,58,26
1,0.314,"E Cascade Div 3",147,33,87,27
0,0.314,"E Cascade Div 3",68,0,47,21
6,0.407,"E Central Div 1",3,3,0,0
5,0.407,"E Central Div 1",26,24,0,2
4,0.407,"E Central Div 1",93,68,14,11
3,0.407,"E Central Div 1",167,96,51,20
2,0.407,"E Central Div 1",166,46,92,28
1,0.407,"E Central Div 1",116,24,79,13
0,0.407,"E Central Div 1",33,0,25,8
5,0.317,"E Central Div 2",11,11,0,0
4,0.317,"E Central Div 2",59,52,4,3
3,0.317,"E Central Div 2",138,96,25,17
2,0.317,"E Central Div 2",152,60,77,15
1,0.317,"E Central Div 2",175,40,91,44
0,0.317,"E Central Div 2",87,0,62,25
6,0.288,"E Coastal Div 1",1,1,0,0
5,0.288,"E Coastal Div 1",5,4,1,0
4,0.288,"E Coastal Div 1",38,29,3,6
3,0.288,"E Coastal Div 1",89,62,12,15
2,0.288,"E Coastal Div 1",163,71,56,36
1,0.288,"E Coastal Div 1",160,45,77,38
0,0.288,"E Coastal Div 1",82,0,63,19
5,0.331,"E Coastal Div 2",7,7,0,0
4,0.331,"E Coastal Div 2",44,35,4,5
3,0.331,"E Coastal Div 2",127,84,30,13
2,0.331,"E Coastal Div 2",182,70,72,40
1,0.331,"E Coastal Div 2",130,26,73,31
0,0.331,"E Coastal Div 2",58,0,43,15
6,0.314,"E Continental Div 1",1,0,0,1
5,0.314,"E Continental Div 1",16,12,0,4
4,0.314,"E Continental Div 1",57,52,4,1
3,0.314,"E Continental Div 1",136,95,29,12
2,0.314,"E Continental Div 1",195,85,76,34
1,0.314,"E Continental Div 1",182,52,111,19
0,0.314,"E Continental Div 1",95,0,76,19
5,0.324,"E Continental Div 2",16,14,0,2
4,0.324,"E Continental Div 2",53,40,6,7
3,0.324,"E Continental Div 2",149,105,24,20
2,0.324,"E Continental Div 2",229,91,103,35
1,0.324,"E Continental Div 2",167,35,96,36
0,0.324,"E Continental Div 2",84,0,56,28
6,0.325,"E Corridor Div 1",1,1,0,0
5,0.325,"E Corridor Div 1",14,14,0,0
4,0.325,"E Corridor Div 1",42,32,7,3
3,0.325,"E Corridor Div 1",93,69,13,11
2,0.325,"E Corridor Div 1",134,57,62,15
1,0.325,"E Corridor Div 1",133,26,84,23
0,0.325,"E Corridor Div 1",53,0,33,20
5,0.281,"E Corridor Div 2",4,4,0,0
4,0.281,"E Corridor Div 2",26,22,2,2
3,0.281,"E Corridor Div 2",87,54,21,12
2,0.281,"E Corridor Div 2",100,53,34,13
1,0.281,"E Corridor Div 2",151,41,75,35
0,0.281,"E Corridor Div 2",68,0,42,26
5,0.364,"E Fjord Div 1",22,18,3,1
4,0.364,"E Fjord Div 1",61,48,9,4
3,0.364,"E Fjord Div 1",118,72,34,12
2,0.364,"E Fjord Div 1",157,68,64,25
1,0.364,"E Fjord Div 1",129,23,87,19
0,0.364,"E Fjord Div 1",39,0,32,7
6,0.292,"E Fjord Div 2",1,1,0,0
5,0.292,"E Fjord Div 2",7,7,0,0
4,0.292,"E Fjord Div 2",27,20,1,6
3,0.292,"E Fjord Div 2",91,64,17,10
2,0.292,"E Fjord Div 2",137,65,50,22
1,0.292,"E Fjord Div 2",127,34,71,22
0,0.292,"E Fjord Div 2",78,0,52,26
6,0.308,"E Frontier Div 1",1,1,0,0
5,0.308,"E Frontier Div 1",17,17,0,0
4,0.308,"E Frontier Div 1",45,38,3,4
3,0.308,"E Frontier Div 1",116,78,27,11
2,0.308,"E Frontier Div 1",177,83,74,20
1,0.308,"E Frontier Div 1",195,50,109,36
0,0.308,"E Frontier Div 1",83,0,54,29
6,0.325,"E Frontier Div 2",1,1,0,0
5,0.325,"E Frontier Div 2",6,6,0,0
4,0.325,"E Frontier Div 2",69,56,7,6
3,0.325,"E Frontier Div 2",120,71,20,29
2,0.325,"E Frontier Div 2",188,75,77,36
1,0.325,"E Frontier Div 2",151,35,81,35
0,0.325,"E Frontier Div 2",81,0,59,22
5,0.292,"E Highland Div 1",3,3,0,0
4,0.292,"E Highland Div 1",30,23,3,4
3,0.292,"E Highland Div 1",94,62,17,15
2,0.292,"E Highland Div 1",159,76,54,29
1,0.292,"E Highland Div 1",146,39,78,29
0,0.292,"E Highland Div 1",70,0,51,19
6,0.289,"E Highland Div 2",1,1,0,0
5,0.289,"E Highland Div 2",5,4,0,1
4,0.289,"E Highland Div 2",36,32,3,1
3,0.289,"E Highland Div 2",92,67,15,10
2,0.289,"E Highland Div 2",143,65,55,23
1,0.289,"E Highland Div 2",171,42,85,44
0,0.289,"E Highland Div 2",74,0,53,21
6,0.301,"E Horizon Div 1",1,1,0,0
5,0.301,"E Horizon Div 1",6,5,1,0
4,0.301,"E Horizon Div 1",45,40,1,4
3,0.301,"E Horizon Div 1",118,77,29,12
2,0.301,"E Horizon Div 1",198,95,64,39
1,0.301,"E Horizon Div 1",171,42,95,34
0,0.301,"E Horizon Div 1",91,0,70,21
6,0.312,"E Horizon Div 2",1,1,0,0
5,0.312,"E Horizon Div 2",11,11,0,0
4,0.312,"E Horizon Div 2",42,33,3,6
3,0.312,"E Horizon Div 2",151,101,32,18
2,0.312,"E Horizon Div 2",179,80,72,27
1,0.312,"E Horizon Div 2",193,46,106,41
0,0.312,"E Horizon Div 2",77,0,59,18
6,0.320,"E Laguna Div 1",1,1,0,0
5,0.320,"E Laguna Div 1",11,10,0,1
4,0.320,"E Laguna Div 1",50,42,4,4
3,0.320,"E Laguna Div 1",122,84,28,10
2,0.320,"E Laguna Div 1",193,82,73,38
1,0.320,"E Laguna Div 1",162,38,99,25
0,0.320,"E Laguna Div 1",81,0,53,28
5,0.306,"E Laguna Div 2",10,10,0,0
4,0.306,"E Laguna Div 2",44,36,3,5
3,0.306,"E Laguna Div 2",119,71,31,17
2,0.306,"E Laguna Div 2",175,85,64,26
1,0.306,"E Laguna Div 2",184,50,100,34
0,0.306,"E Laguna Div 2",80,0,54,26
6,0.297,"E Magnolia Div 1",1,1,0,0
5,0.297,"E Magnolia Div 1",9,8,0,1
4,0.297,"E Magnolia Div 1",39,33,2,4
3,0.297,"E Magnolia Div 1",138,85,30,23
2,0.297,"E Magnolia Div 1",228,109,73,46
1,0.297,"E Magnolia Div 1",220,48,118,54
0,0.297,"E Magnolia Div 1",85,0,61,24
5,0.323,"E Magnolia Div 2",5,5,0,0
4,0.323,"E Magnolia Div 2",44,42,2,0
3,0.323,"E Magnolia Div 2",154,94,35,25
2,0.323,"E Magnolia Div 2",214,97,81,36
1,0.323,"E Magnolia Div 2",165,35,102,28
0,0.323,"E Magnolia Div 2",68,0,53,15
5,0.307,"E Maritime Div 1",6,6,0,0
4,0.307,"E Maritime Div 1",52,48,4,0
3,0.307,"E Maritime Div 1",117,79,28,10
2,0.307,"E Maritime Div 1",200,85,82,33
1,0.307,"E Maritime Div 1",148,36,74,38
0,0.307,"E Maritime Div 1",95,0,66,29
6,0.322,"E Maritime Div 2",1,1,0,0
5,0.322,"E Maritime Div 2",9,9,0,0
4,0.322,"E Maritime Div 2",46,40,2,4
3,0.322,"E Maritime Div 2",114,67,21,26
2,0.322,"E Maritime Div 2",212,77,69,66
1,0.322,"E Maritime Div 2",162,32,90,40
0,0.322,"E Maritime Div 2",60,0,44,16
6,0.312,"E Memorial Div 1",3,3,0,0
5,0.312,"E Memorial Div 1",12,12,0,0
4,0.312,"E Memorial Div 1",52,41,4,7
3,0.312,"E Memorial Div 1",146,99,35,12
2,0.312,"E Memorial Div 1",203,88,75,40
1,0.312,"E Memorial Div 1",196,43,101,52
0,0.312,"E Memorial Div 1",96,0,71,25
5,0.275,"E Memorial Div 2",11,10,0,1
4,0.275,"E Memorial Div 2",43,39,1,3
3,0.275,"E Memorial Div 2",97,61,16,20
2,0.275,"E Memorial Div 2",224,105,69,50
1,0.275,"E Memorial Div 2",227,62,110,55
0,0.275,"E Memorial Div 2",130,0,81,49
6,0.306,"E Meridian Div 1",1,1,0,0
5,0.306,"E Meridian Div 1",9,7,0,2
4,0.306,"E Meridian Div 1",38,36,2,0
3,0.306,"E Meridian Div 1",109,73,24,12
2,0.306,"E Meridian Div 1",163,74,65,24
1,0.306,"E Meridian Div 1",148,34,78,36
0,0.306,"E Meridian Div 1",80,0,56,24
6,0.330,"E Meridian Div 2",2,2,0,0
5,0.330,"E Meridian Div 2",7,7,0,0
4,0.330,"E Meridian Div 2",57,48,3,6
3,0.330,"E Meridian Div 2",107,64,24,19
2,0.330,"E Meridian Div 2",149,61,62,26
1,0.330,"E Meridian Div 2",144,34,87,23
0,0.330,"E Meridian Div 2",56,0,40,16
5,0.338,"E Metro Div 1",16,16,0,0
4,0.338,"E Metro Div 1",61,49,9,3
3,0.338,"E Metro Div 1",139,87,35,17
2,0.338,"E Metro Div 1",215,81,90,44
1,0.338,"E Metro Div 1",168,30,89,49
0,0.338,"E Metro Div 1",59,0,40,19
6,0.281,"E Metro Div 2",2,2,0,0
5,0.281,"E Metro Div 2",9,8,1,0
4,0.281,"E Metro Div 2",34,30,2,2
3,0.281,"E Metro Div 2",89,58,17,14
2,0.281,"E Metro Div 2",160,73,55,32
1,0.281,"E Metro Div 2",169,46,84,39
0,0.281,"E Metro Div 2",97,0,58,39
6,0.331,"E Midland Div 1",3,3,0,0
5,0.331,"E Midland Div 1",10,9,0,1
4,0.331,"E Midland Div 1",65,55,3,7
3,0.331,"E Midland Div 1",142,84,27,31
2,0.331,"E Midland Div 1",170,69,73,28
1,0.331,"E Midland Div 1",168,35,96,37
0,0.331,"E Midland Div 1",76,0,56,20
6,0.310,"E Midland Div 2",1,1,0,0
5,0.310,"E Midland Div 2",6,6,0,0
4,0.310,"E Midland Div 2",40,35,3,2
3,0.310,"E Midland Div 2",101,69,18,14
2,0.310,"E Midland Div 2",182,84,70,28
1,0.310,"E Midland Div 2",150,34,83,33
0,0.310,"E Midland Div 2",70,0,55,15
5,0.311,"E Morningstar Div 1",10,9,0,1
4,0.311,"E Morningstar Div 1",42,35,3,4
3,0.311,"E Morningstar Div 1",96,63,19,14
2,0.311,"E Morningstar Div 1",173,83,59,31
1,0.311,"E Morningstar Div 1",162,34,92,36
0,0.311,"E Morningstar Div 1",67,0,51,16
5,0.335,"E Morningstar Div 2",15,15,0,0
4,0.335,"E Morningstar Div 2",48,40,8,0
3,0.335,"E Morningstar Div 2",129,82,33,14
2,0.335,"E Morningstar Div 2",138,54,61,23
1,0.335,"E Morningstar Div 2",130,29,75,26
0,0.335,"E Morningstar Div 2",62,0,43,19
5,0.294,"E Pacific Div 1",6,6,0,0
4,0.294,"E Pacific Div 1",35,29,2,4
3,0.294,"E Pacific Div 1",103,73,16,14
2,0.294,"E Pacific Div 1",176,78,65,33
1,0.294,"E Pacific Div 1",182,39,99,44
0,0.294,"E Pacific Div 1",68,0,43,25
5,0.315,"E Pacific Div 2",7,7,0,0
4,0.315,"E Pacific Div 2",48,42,6,0
3,0.315,"E Pacific Div 2",123,85,21,17
2,0.315,"E Pacific Div 2",185,90,69,26
1,0.315,"E Pacific Div 2",160,30,103,27
0,0.315,"E Pacific Div 2",71,0,55,16
5,0.335,"E Piedmont Div 1",13,13,0,0
4,0.335,"E Piedmont Div 1",59,50,5,4
3,0.335,"E Piedmont Div 1",135,95,23,17
2,0.335,"E Piedmont Div 1",222,78,102,42
1,0.335,"E Piedmont Div 1",180,43,106,31
0,0.335,"E Piedmont Div 1",53,0,43,10
6,0.298,"E Piedmont Div 2",2,2,0,0
5,0.298,"E Piedmont Div 2",7,5,1,1
4,0.298,"E Piedmont Div 2",45,33,3,9
3,0.298,"E Piedmont Div 2",99,73,11,15
2,0.298,"E Piedmont Div 2",190,91,58,41
1,0.298,"E Piedmont Div 2",178,38,104,36
0,0.298,"E Piedmont Div 2",87,0,65,22
6,0.322,"E Plaza",4,4,0,0
5,0.322,"E Plaza",7,5,2,0
4,0.322,"E Plaza",43,35,3,5
3,0.322,"E Plaza",130,81,29,20
2,0.322,"E Plaza",191,85,71,35
1,0.322,"E Plaza",140,36,73,31
0,0.322,"E Plaza",89,0,68,21
6,0.320,"E Seaboard Div 1",1,1,0,0
5,0.320,"E Seaboard Div 1",13,11,0,2
4,0.320,"E Seaboard Div 1",58,49,4,5
3,0.320,"E Seaboard Div 1",137,79,33,25
2,0.320,"E Seaboard Div 1",217,96,83,38
1,0.320,"E Seaboard Div 1",188,37,97,54
0,0.320,"E Seaboard Div 1",76,0,56,20
6,0.308,"E Seaboard Div 2",1,1,0,0
5,0.308,"E Seaboard Div 2",6,6,0,0
4,0.308,"E Seaboard Div 2",41,36,2,3
3,0.308,"E Seaboard Div 2",149,109,24,16
2,0.308,"E Seaboard Div 2",196,78,84,34
1,0.308,"E Seaboard Div 2",186,37,108,41
0,0.308,"E Seaboard Div 2",79,0,49,30
6,0.317,"E Sequoia Div 1",1,1,0,0
5,0.317,"E Sequoia Div 1",16,16,0,0
4,0.317,"E Sequoia Div 1",51,43,5,3
3,0.317,"E Sequoia Div 1",169,105,35,29
2,0.317,"E Sequoia Div 1",242,97,87,58
1,0.317,"E Sequoia Div 1",181,36,94,51
0,0.317,"E Sequoia Div 1",104,0,77,27
5,0.305,"E Sequoia Div 2",15,13,1,1
4,0.305,"E Sequoia Div 2",55,49,3,3
3,0.305,"E Sequoia Div 2",148,99,32,17
2,0.305,"E Sequoia Div 2",226,101,92,33
1,0.305,"E Sequoia Div 2",232,53,124,55
0,0.305,"E Sequoia Div 2",98,0,63,35
5,0.318,"E Sierra Div 1",6,6,0,0
4,0.318,"E Sierra Div 1",27,21,3,3
3,0.318,"E Sierra Div 1",99,64,21,14
2,0.318,"E Sierra Div 1",150,64,47,39
1,0.318,"E Sierra Div 1",120,28,77,15
0,0.318,"E Sierra Div 1",46,0,35,11
5,0.328,"E Sierra Div 2",4,4,0,0
4,0.328,"E Sierra Div 2",37,34,1,2
3,0.328,"E Sierra Div 2",101,66,19,16
2,0.328,"E Sierra Div 2",163,61,68,34
1,0.328,"E Sierra Div 2",118,23,67,28
0,0.328,"E Sierra Div 2",43,0,33,10
6,0.285,"E Skyline Div 1",1,1,0,0
5,0.285,"E Skyline Div 1",4,4,0,0
4,0.285,"E Skyline Div 1",44,40,2,2
3,0.285,"E Skyline Div 1",128,80,27,21
2,0.285,"E Skyline Div 1",222,101,74,47
1,0.285,"E Skyline Div 1",227,62,110,55
0,0.285,"E Skyline Div 1",116,0,75,41
6,0.296,"E Skyline Div 2",1,1,0,0
5,0.296,"E Skyline Div 2",6,6,0,0
4,0.296,"E Skyline Div 2",40,33,3,4
3,0.296,"E Skyline Div 2",113,78,21,14
2,0.296,"E Skyline Div 2",191,89,78,24
1,0.296,"E Skyline Div 2",190,47,94,49
0,0.296,"E Skyline Div 2",87,0,58,29
6,0.354,"E Sugarloaf Div 1",3,1,0,2
5,0.354,"E Sugarloaf Div 1",28,27,0,1
4,0.354,"E Sugarloaf Div 1",74,58,7,9
3,0.354,"E Sugarloaf Div 1",140,79,44,17
2,0.354,"E Sugarloaf Div 1",198,79,82,37
1,0.354,"E Sugarloaf Div 1",154,28,93,33
0,0.354,"E Sugarloaf Div 1",75,0,46,29
5,0.311,"E Sugarloaf Div 2",8,6,2,0
4,0.311,"E Sugarloaf Div 2",49,43,1,5
3,0.311,"E Sugarloaf Div 2",164,107,39,18
2,0.311,"E Sugarloaf Div 2",186,96,67,23
1,0.311,"E Sugarloaf Div 2",192,38,119,35
0,0.311,"E Sugarloaf Div 2",91,0,62,29
6,0.290,"E Tundra Div 1",1,1,0,0
5,0.290,"E Tundra Div 1",5,5,0,0
4,0.290,"E Tundra Div 1",36,34,2,0
3,0.290,"E Tundra Div 1",114,82,22,10
2,0.290,"E Tundra Div 1",189,80,76,33
1,0.290,"E Tundra Div 1",175,52,93,30
0,0.290,"E Tundra Div 1",96,0,61,35
6,0.344,"E Tundra Div 2",1,1,0,0
5,0.344,"E Tundra Div 2",15,13,0,2
4,0.344,"E Tundra Div 2",51,40,8,3
3,0.344,"E Tundra Div 2",122,74,35,13
2,0.344,"E Tundra Div 2",158,70,70,18
1,0.344,"E Tundra Div 2",125,31,74,20
0,0.344,"E Tundra Div 2",54,0,42,12
6,0.394,"R Alpine Div 1",7,7,0,0
5,0.394,"R Alpine Div 1",20,17,0,3
4,0.394,"R Alpine Div 1",91,67,14,10
3,0.394,"R Alpine Div 1",113,60,36,17
2,0.394,"R Alpine Div 1",119,48,54,17
1,0.394,"R Alpine Div 1",82,16,57,9
0,0.394,"R Alpine Div 1",58,0,54,4
6,0.450,"R Alpine Div 2",17,15,0,2
5,0.450,"R Alpine Div 2",53,44,3,6
4,0.450,"R Alpine Div 2",85,58,17,10
3,0.450,"R Alpine Div 2",122,59,48,15
2,0.450,"R Alpine Div 2",134,41,75,18
1,0.450,"R Alpine Div 2",97,14,68,15
0,0.450,"R Alpine Div 2",26,0,20,6
6,0.466,"R Arcadia Div 1",15,14,0,1
5,0.466,"R Arcadia Div 1",70,53,6,11
4,0.466,"R Arcadia Div 1",126,89,26,11
3,0.466,"R Arcadia Div 1",159,68,60,31
2,0.466,"R Arcadia Div 1",129,35,75,19
1,0.466,"R Arcadia Div 1",92,14,70,8
0,0.466,"R Arcadia Div 1",43,0,36,7
6,0.456,"R Arcadia Div 2",5,5,0,0
5,0.456,"R Arcadia Div 2",54,45,4,5
4,0.456,"R Arcadia Div 2",128,79,30,19
3,0.456,"R Arcadia Div 2",137,67,53,17
2,0.456,"R Arcadia Div 2",123,37,75,11
1,0.456,"R Arcadia Div 2",74,12,51,11
0,0.456,"R Arcadia Div 2",43,0,32,11
6,0.456,"R Atlantic",19,17,0,2
5,0.456,"R Atlantic",51,46,5,0
4,0.456,"R Atlantic",116,78,25,13
3,0.456,"R Atlantic",158,66,72,20
2,0.456,"R Atlantic",143,47,74,22
1,0.456,"R Atlantic",95,13,64,18
0,0.456,"R Atlantic",32,0,27,5
6,0.459,"R Badlands Div 1",7,7,0,0
5,0.459,"R Badlands Div 1",23,18,3,2
4,0.459,"R Badlands Div 1",101,67,19,15
3,0.459,"R Badlands Div 1",106,43,37,26
2,0.459,"R Badlands Div 1",127,37,73,17
1,0.459,"R Badlands Div 1",50,10,36,4
0,0.459,"R Badlands Div 1",14,0,14,0
6,0.383,"R Badlands Div 2",1,1,0,0
5,0.383,"R Badlands Div 2",22,20,0,2
4,0.383,"R Badlands Div 2",70,49,10,11
3,0.383,"R Badlands Div 2",90,54,25,11
2,0.383,"R Badlands Div 2",106,38,53,15
1,0.383,"R Badlands Div 2",89,16,56,17
0,0.383,"R Badlands Div 2",42,0,34,8
6,0.396,"R Bayou",4,4,0,0
5,0.396,"R Bayou",36,34,1,1
4,0.396,"R Bayou",130,98,21,11
3,0.396,"R Bayou",174,95,53,26
2,0.396,"R Bayou",185,61,100,24
1,0.396,"R Bayou",135,26,94,15
0,0.396,"R Bayou",64,0,49,15
6,0.464,"R Cascade Div 1",15,15,0,0
5,0.464,"R Cascade Div 1",57,45,7,5
4,0.464,"R Cascade Div 1",115,74,29,12
3,0.464,"R Cascade Div 1",125,55,49,21
2,0.464,"R Cascade Div 1",119,37,60,22
1,0.464,"R Cascade Div 1",86,9,65,12
0,0.464,"R Cascade Div 1",29,0,25,4
6,0.345,"R Cascade Div 2",3,3,0,0
5,0.345,"R Cascade Div 2",11,10,0,1
4,0.345,"R Cascade Div 2",48,39,4,5
3,0.345,"R Cascade Div 2",105,64,27,14
2,0.345,"R Cascade Div 2",143,66,53,24
1,0.345,"R Cascade Div 2",113,16,74,23
0,0.345,"R Cascade Div 2",51,0,40,11
6,0.479,"R Central Div 1",8,8,0,0
5,0.479,"R Central Div 1",51,43,5,3
4,0.479,"R Central Div 1",89,51,26,12
3,0.479,"R Central Div 1",110,58,37,15
2,0.479,"R Central Div 1",88,24,59,5
1,0.479,"R Central Div 1",57,8,42,7
0,0.479,"R Central Div 1",23,0,23,0
6,0.464,"R Central Div 2",1,1,0,0
5,0.464,"R Central Div 2",29,26,3,0
4,0.464,"R Central Div 2",70,51,11,8
3,0.464,"R Central Div 2",87,38,37,12
2,0.464,"R Central Div 2",86,22,52,12
1,0.464,"R Central Div 2",44,7,31,6
0,0.464,"R Central Div 2",13,0,11,2
6,0.456,"R Coastal",16,15,0,1
5,0.456,"R Coastal",78,66,7,5
4,0.456,"R Coastal",133,86,26,21
3,0.456,"R Coastal",146,70,54,22
2,0.456,"R Coastal",161,47,89,25
1,0.456,"R Coastal",104,14,78,12
0,0.456,"R Coastal",48,0,44,4
6,0.442,"R Continental",23,21,0,2
5,0.442,"R Continental",76,66,5,5
4,0.442,"R Continental",115,80,23,12
3,0.442,"R Continental",186,91,73,22
2,0.442,"R Continental",170,61,92,17
1,0.442,"R Continental",132,22,94,16
0,0.442,"R Continental",58,0,54,4
6,0.340,"R Corridor Div 1",2,2,0,0
5,0.340,"R Corridor Div 1",16,14,2,0
4,0.340,"R Corridor Div 1",45,36,7,2
3,0.340,"R Corridor Div 1",98,69,25,4
2,0.340,"R Corridor Div 1",109,51,45,13
1,0.340,"R Corridor Div 1",110,22,71,17
0,0.340,"R Corridor Div 1",56,0,44,12
6,0.423,"R Corridor Div 2",8,8,0,0
5,0.423,"R Corridor Div 2",28,25,1,2
4,0.423,"R Corridor Div 2",56,44,9,3
3,0.423,"R Corridor Div 2",92,48,32,12
2,0.423,"R Corridor Div 2",94,36,48,10
1,0.423,"R Corridor Div 2",66,7,51,8
0,0.423,"R Corridor Div 2",30,0,27,3
6,0.398,"R Fjord",5,5,0,0
5,0.398,"R Fjord",26,25,1,0
4,0.398,"R Fjord",94,67,19,8
3,0.398,"R Fjord",144,74,47,23
2,0.398,"R Fjord",142,56,67,19
1,0.398,"R Fjord",115,20,74,21
0,0.398,"R Fjord",50,0,39,11
6,0.383,"R Frontier",7,7,0,0
5,0.383,"R Frontier",40,38,1,1
4,0.383,"R Frontier",82,60,16,6
3,0.383,"R Frontier",132,76,40,16
2,0.383,"R Frontier",148,59,69,20
1,0.383,"R Frontier",141,31,89,21
0,0.383,"R Frontier",62,0,56,6
6,0.425,"R Highland Div 1",7,7,0,0
5,0.425,"R Highland Div 1",39,30,5,4
4,0.425,"R Highland Div 1",79,59,12,8
3,0.425,"R Highland Div 1",76,37,28,11
2,0.425,"R Highland Div 1",90,31,43,16
1,0.425,"R Highland Div 1",84,11,58,15
0,0.425,"R Highland Div 1",39,0,29,10
6,0.305,"R Highland Div 2",1,1,0,0
5,0.305,"R Highland Div 2",12,12,0,0
4,0.305,"R Highland Div 2",31,27,3,1
3,0.305,"R Highland Div 2",78,48,15,15
2,0.305,"R Highland Div 2",115,49,43,23
1,0.305,"R Highland Div 2",115,34,58,23
0,0.305,"R Highland Div 2",70,0,52,18
